ID,trait1,group,litter,genetic,omic1,omic2,omic3,omic4,omic5,omic6,omic7,omic8,omic9,omic10,genetic_direct,genetic_indirect,genetic_total
2966,-0.524030,30,181,0.231706,1.596887,-0.475323,-0.251945,-1.564744,-0.564160,-1.818379,0.177146,0.299869,0.235354,-0.655279,0.231706,-0.586375,-0.354669
2968,-0.766325,47,191,0.243804,0.666623,1.578622,-0.959881,-0.779501,0.940601,1.207025,-0.693398,-0.210280,0.967709,0.809834,0.243804,-0.048439,0.195365
2969,2.879731,26,219,-0.125851,-1.408371,-1.761291,-0.699402,0.766462,-2.102160,0.404187,-0.546740,-0.691305,-0.461557,-0.502605,-0.125851,0.428397,0.302547
2970,1.641830,26,206,0.219480,0.073554,-0.383215,-0.747597,-0.158372,-1.455665,-1.409224,1.172492,-1.120769,-1.453026,-0.795649,0.219480,1.679637,1.899117
2971,-1.012065,46,235,0.496841,-1.005130,0.067385,1.811656,0.881398,-1.562444,-0.385991,0.596150,-1.049945,0.539565,-1.330515,0.496841,0.003533,0.500374
2974,0.232881,5,170,0.141502,1.067842,-1.574176,-0.240318,0.565918,0.579080,1.402947,0.754075,-0.103897,-0.641311,0.596510,0.141502,1.846700,1.988202
2976,-0.700711,3,138,0.159212,0.621214,-0.421984,0.083723,-0.020796,1.364592,1.511077,0.125475,0.750956,1.583998,1.108241,0.159212,-0.797689,-0.638478
2977,3.702281,49,41,0.360458,1.399235,-0.782504,-0.230464,-1.917080,-2.429706,1.189219,0.655280,1.210823,0.419013,-0.405583,0.360458,-0.562556,-0.202098
2978,-1.370424,0,94,-0.339736,0.610852,1.086343,0.173072,0.412209,-0.127845,0.264069,-1.969122,-1.049470,0.557662,-0.182912,-0.339736,-0.180991,-0.520727
2979,-1.338624,29,193,-0.173755,-0.557690,-0.461046,-0.392138,-0.647554,1.143530,-0.135966,0.290534,1.078365,2.034317,-1.663023,-0.173755,-0.133638,-0.307393
2980,0.469868,44,155,-0.128883,-1.342485,-0.522914,-0.702210,0.150353,-0.267413,-0.890982,0.622165,-1.003472,-1.292369,-0.416691,-0.128883,0.343320,0.214437
2981,2.259191,41,202,0.074069,-1.000014,0.744905,-0.654852,-1.792016,-1.201882,0.294059,1.025635,-1.508734,-1.250184,-1.461467,0.074069,-0.248846,-0.174777
2983,0.245667,23,234,-0.173106,-0.749190,0.742485,0.631825,-0.001291,1.054048,-0.683581,-0.262877,0.113049,-0.611113,-1.230399,-0.173106,-0.054515,-0.227621
2984,-1.603575,37,244,-0.090859,0.334902,0.836979,-1.004133,-0.542057,-0.515484,-0.903996,-1.224710,-0.246223,1.352758,-0.440761,-0.090859,0.071802,-0.019057
2985,-0.318858,30,154,-0.051426,0.686716,1.354274,-1.037625,-0.126639,0.194332,-0.719083,1.245422,-0.777899,-0.472101,0.382997,-0.051426,-0.184797,-0.236223
2986,0.495689,0,221,0.582229,-0.853406,1.554666,0.173858,-0.216451,0.309878,-0.277995,0.201082,-0.545958,-0.932731,0.020189,0.582229,-0.282817,0.299412
2987,-2.813037,33,166,-0.031672,-0.061431,0.351798,-0.093643,0.658234,-0.087627,-1.401212,1.194719,-0.565586,1.156235,1.461805,-0.031672,0.178704,0.147032
2988,-1.249998,46,77,-0.366325,1.546856,0.125991,-1.787785,-0.645490,0.398768,0.887343,1.148133,-1.714452,0.628278,-0.894586,-0.366325,-0.092749,-0.459073
2989,0.557265,15,124,0.214056,1.474032,0.279258,2.198593,-0.048519,-0.809127,0.924933,0.656464,-0.473638,0.275929,-0.068946,0.214056,-0.303908,-0.089852
2990,-0.119004,27,95,-0.272017,1.165856,-0.718930,1.529996,-1.220363,-1.982639,2.291478,1.598895,1.476197,0.689566,-0.018158,-0.272017,-0.731960,-1.003977
2991,-1.842433,7,159,0.016935,0.701629,-0.139414,1.942040,-0.582811,-0.469580,-0.184115,0.732959,1.026606,0.654106,0.069849,0.016935,-0.963955,-0.947020
2992,-1.380111,26,50,0.120564,0.493578,-0.072511,-0.216017,-1.562196,0.434586,0.100971,0.686835,-0.421104,1.207812,-0.867352,0.120564,0.095795,0.216358
2993,-0.801162,24,171,0.389030,0.681588,-0.337974,0.453390,0.028023,1.747697,-1.516875,0.111779,-1.260921,0.200965,-2.260791,0.389030,-0.391424,-0.002393
2996,1.887908,29,112,-0.333482,-0.885837,0.844673,1.108743,0.537360,0.156222,-0.357570,-1.588346,1.217098,-1.574059,2.657456,-0.333482,0.736901,0.403419
2997,0.526411,0,164,-0.081751,0.704594,-2.029557,-0.100651,0.050652,0.532389,0.379484,0.841579,-1.219921,0.587963,-0.029274,-0.081751,1.023880,0.942129
2998,2.153395,18,84,0.165728,1.164074,-0.889188,1.390389,-1.733012,0.221198,2.966648,-0.137065,2.030754,0.145134,1.273767,0.165728,0.201221,0.366949
3000,-1.508516,34,0,0.018586,2.258154,0.851451,0.340881,0.649207,-1.118809,-0.390057,1.947704,1.785457,0.908446,1.080851,0.018586,-1.005995,-0.987409
3002,-0.145766,4,213,0.480070,-0.189937,0.566843,-0.421361,-0.351245,-0.764077,0.152037,-0.080749,-0.012945,0.873162,0.363802,0.480070,-1.048684,-0.568615
3003,1.792025,9,296,0.312375,-0.001538,-0.768260,0.563421,0.102770,0.096255,-0.776855,-0.279287,0.646686,-1.495762,0.316554,0.312375,0.482053,0.794428
3004,2.785614,41,193,0.201772,0.164836,-0.657127,0.971190,0.205106,0.018452,-0.143176,-0.865760,-0.609046,-0.696587,0.624645,0.201772,0.497122,0.698894
3007,2.196786,7,180,0.306348,-0.128651,-0.776491,-0.367445,-1.343988,0.363098,1.252526,1.172464,0.758771,-1.088247,-0.606967,0.306348,1.465315,1.771664
3010,-2.638894,3,221,0.042567,0.750978,0.849725,1.302598,-1.616668,0.844499,-0.289902,-0.071611,-1.940822,2.485555,2.932721,0.042567,-1.175408,-1.132841
3011,1.234658,25,62,0.368177,0.244249,-2.022254,0.257252,-0.796255,0.596217,0.389683,0.951416,-0.935133,0.422747,1.564336,0.368177,0.195649,0.563826
3012,-0.248551,27,235,0.306501,-0.509406,-0.040465,-0.375348,-0.289936,0.756346,-0.888382,-0.589514,-0.838803,1.021244,-0.918465,0.306501,-0.432222,-0.125721
3013,-2.452749,3,169,1.008046,2.196384,1.323627,1.008736,0.405602,0.528951,-1.267727,-0.512117,-0.188922,1.286734,-0.057437,1.008046,-1.279967,-0.271921
3016,1.087315,7,235,0.042945,-0.220963,-1.336558,0.134422,1.065585,0.178575,-0.077208,-0.947523,0.750242,-1.208012,-0.492523,0.042945,1.453707,1.496652
3017,-0.334413,42,293,-0.214263,-0.694801,-0.762636,-0.881611,-1.207268,0.461227,0.676415,0.929451,-1.520266,1.039474,-0.506810,-0.214263,0.124246,-0.090018
3018,-1.394810,28,220,0.402005,0.881756,-0.067065,0.914474,-0.228492,0.432493,-0.377015,0.034440,-0.965020,0.915439,0.622388,0.402005,-0.522576,-0.120571
3019,-0.614309,43,103,-0.247468,0.401665,-1.334189,-1.460073,1.310259,0.177780,-0.958454,1.552673,0.230923,1.359836,0.045394,-0.247468,0.246275,-0.001192
3020,2.141175,18,211,0.006420,1.178018,-1.047174,0.579248,-0.926198,-0.313304,1.305598,-0.756018,0.499705,-0.733526,0.608817,0.006420,0.580862,0.587282
3022,-0.070245,28,16,0.506022,0.937829,-1.113646,-0.362791,-0.974147,0.130071,-0.420828,-1.786123,-0.655953,1.228532,-0.536173,0.506022,0.019083,0.525105
3023,1.285191,43,24,0.020886,-0.944034,-0.623098,-0.109184,0.373663,0.997078,0.024767,-1.038725,-1.398132,-0.857777,0.741957,0.020886,-0.113850,-0.092963
3025,-1.050845,35,236,-0.050023,1.128963,-0.210992,1.344714,1.310518,0.967210,-0.867334,0.337138,2.052551,-1.285828,1.517300,-0.050023,-0.642509,-0.692532
3026,0.461723,4,76,-0.266652,-0.906682,-0.808414,0.593446,-0.472258,1.430392,0.480567,0.201990,-0.538570,0.042545,-0.861541,-0.266652,0.432712,0.166060
3027,-0.880432,9,261,-0.636308,-0.158245,-0.340147,-0.106610,0.732051,0.093703,1.075574,1.250615,0.075164,0.586497,0.052914,-0.636308,0.847169,0.210861
3028,3.538507,48,250,-0.354624,-1.292989,-1.708813,-2.211963,0.194473,0.141702,1.084060,0.815649,-0.590951,-1.200237,0.474395,-0.354624,1.246878,0.892254
3029,2.102611,34,264,-0.079042,0.611053,-1.108994,-1.422161,-1.260046,0.996923,1.373855,-0.265061,0.372800,-1.017089,1.738352,-0.079042,1.392929,1.313886
3030,0.502440,36,276,0.425321,2.162060,0.614004,0.286625,0.335802,0.222883,0.396766,0.450197,-1.282366,-0.020298,1.687538,0.425321,-0.513663,-0.088343
3031,1.469631,32,258,-0.033563,1.028067,0.547946,-0.408822,0.374589,-0.402260,-0.013580,0.323918,-0.677175,-1.018750,1.047960,-0.033563,-0.131488,-0.165052
3032,0.617081,29,178,-0.325940,-0.072110,-0.105663,-1.853219,-1.017890,-1.038335,-0.077802,1.388335,-1.795271,1.612212,-1.510633,-0.325940,0.449231,0.123291
3033,0.560447,39,206,-0.576277,1.227218,-0.327430,0.653853,-0.224964,-0.076370,-1.154937,0.110127,0.299653,-0.626918,1.213106,-0.576277,-0.402995,-0.979273
3035,-0.174851,34,220,0.540380,-1.438474,1.276173,-0.617496,-2.274994,0.478341,-1.237802,0.856086,-1.136996,0.984216,0.899736,0.540380,-0.555492,-0.015112
3036,2.685010,11,228,-0.217280,-0.528656,-0.877185,-0.019320,1.118482,0.102799,1.511399,0.707493,0.085635,-1.073998,-0.927357,-0.217280,0.776907,0.559627
3038,1.509717,11,119,-0.032362,-0.200634,-1.055629,-0.080432,0.998982,-0.696090,0.013511,1.385933,0.339854,-2.320517,-1.432088,-0.032362,0.913743,0.881381
3039,-1.842585,0,18,-0.181448,-0.224848,-0.606143,0.629171,1.878686,-0.000294,1.024217,1.483868,-0.229360,0.267446,-1.977542,-0.181448,-0.883293,-1.064741
3040,-2.094579,20,131,-0.232072,-0.223806,1.732567,1.050508,-0.847427,1.232648,-1.668201,-0.256782,-1.150264,0.016531,-0.317475,-0.232072,0.343780,0.111707
3041,0.697090,31,170,0.194891,-0.965576,-1.609517,-0.403307,-0.437379,-0.108382,-0.811792,0.250356,-0.482320,-0.212296,-2.224219,0.194891,-0.791835,-0.596943
3042,-0.920259,7,99,0.220499,0.919681,-1.594244,0.293121,-0.786799,0.973730,-0.310522,1.802590,1.116411,-0.043898,-1.285383,0.220499,0.121615,0.342113
3044,1.936066,48,110,0.487530,0.590313,-0.549973,-1.693462,1.045295,-0.637173,1.978543,-1.144733,-2.016668,-0.506385,-0.278337,0.487530,0.540250,1.027780
3045,-0.248890,46,44,-0.158367,-0.263299,0.867654,2.508830,-0.593977,0.584724,0.216035,-0.545411,-0.141910,0.259251,2.002278,-0.158367,-1.222756,-1.381123
3046,-4.121372,4,167,-0.277662,-0.171556,2.787718,0.196807,-0.007438,1.849082,-1.037326,0.355459,0.223288,0.543711,-0.234249,-0.277662,0.283592,0.005930
3047,3.048333,33,33,0.034136,-0.687469,0.395385,-1.033184,-1.787303,-1.853053,1.976032,1.473337,-0.277685,-0.934644,0.161461,0.034136,1.002408,1.036545
3049,-0.888093,17,9,0.336657,0.681738,-0.892900,0.292107,-0.819458,-0.453533,0.400813,0.373665,-1.157463,0.600193,0.167761,0.336657,0.419432,0.756089
3050,-1.007181,11,150,0.032913,0.409145,0.565249,0.307767,0.449904,0.915142,-1.495816,-0.356473,-0.341050,-0.605426,0.699448,0.032913,1.202432,1.235345
3051,-0.382104,48,207,0.099182,-0.568726,1.220823,1.168140,0.517507,-0.650034,0.901347,0.388562,-0.053641,-0.353558,0.270636,0.099182,-1.075432,-0.976250
3054,1.234011,7,122,0.228000,-0.168278,-0.992085,0.818203,-0.608921,-0.120765,-3.353273,-1.229806,0.814576,-0.589733,-0.652545,0.228000,-0.441629,-0.213629
3055,-0.365278,28,40,0.231588,-0.465593,0.323319,1.847988,-0.312552,-0.112066,1.324853,-1.884088,-0.369854,0.756135,-0.483805,0.231588,-0.450060,-0.218472
3056,0.785839,36,142,0.358534,-0.335202,-0.309788,1.024706,-1.516322,-0.743316,0.515513,-0.984772,2.083526,0.390925,0.610474,0.358534,-0.234116,0.124418
3058,-1.129546,42,85,0.282538,-1.561258,2.285438,-1.931367,-0.842094,1.129360,0.978491,-0.515907,1.196492,0.927495,0.793021,0.282538,-0.376302,-0.093764
3059,-0.915325,42,54,-0.214030,2.639520,-0.146417,1.195968,0.485554,-0.807456,-2.502806,2.206722,-1.768207,-3.156362,-1.524299,-0.214030,0.059378,-0.154652
3060,-1.029230,23,291,-0.226820,-1.412879,1.701055,-0.390195,-1.807996,-0.282086,-1.272412,-0.067666,0.465485,-0.206103,-0.498509,-0.226820,-0.012703,-0.239523
3061,0.541013,34,43,0.222604,0.358851,-0.472402,0.898337,-0.137839,-0.466781,0.007922,0.379807,-1.045162,-0.203808,-1.875332,0.222604,-0.925062,-0.702458
3062,1.511150,14,60,-0.256213,-0.578426,1.123194,-0.229818,1.539012,-0.835622,1.350471,0.634884,-2.188655,-0.439488,1.459079,-0.256213,0.733135,0.476922
3063,-1.042119,4,186,0.133670,-0.358842,0.315913,1.658434,-0.034558,-0.159083,1.258987,0.023884,-0.762069,0.437238,0.703882,0.133670,0.579334,0.713004
3064,-0.801511,6,262,0.095559,0.054011,1.685516,0.729587,2.145529,0.813246,2.701716,-1.606297,-0.709014,0.605912,-0.510260,0.095559,-1.092690,-0.997131
3065,-1.838690,24,297,0.284353,-0.868679,1.516238,-1.228332,0.612999,0.014603,0.360278,-0.001119,1.686990,0.861752,0.963398,0.284353,-0.862109,-0.577755
3066,0.289555,1,13,0.528154,-0.366761,-0.150048,2.107069,0.432073,0.050573,0.797176,0.323810,-1.057721,-0.145492,0.803542,0.528154,0.098868,0.627021
3068,-0.299447,3,155,-0.501588,-1.543885,-0.456166,0.972891,1.690033,0.553967,-0.928931,-0.425519,-1.345344,0.392322,1.212912,-0.501588,0.233276,-0.268312
3069,0.034163,27,156,-0.811241,0.049040,-0.901384,1.322131,-0.468535,-0.469577,-0.316758,-1.631293,1.312519,-1.236955,-0.546996,-0.811241,0.180021,-0.631220
3070,0.560410,49,177,-0.124738,-1.165605,-1.087403,0.164652,-0.456700,-0.114730,1.386039,2.478289,1.057200,0.497081,1.756579,-0.124738,0.124829,0.000091
3073,0.159146,43,279,-0.070846,-0.951387,-0.307863,0.202290,0.504401,1.116772,-0.400871,-0.733636,0.902775,-0.383097,-0.560508,-0.070846,-0.628504,-0.699351
3074,0.264987,48,114,0.308087,0.038851,0.093605,1.713042,1.215569,-0.006209,0.620555,-1.189017,-2.251753,0.301469,0.847656,0.308087,-0.550696,-0.242609
3076,1.198961,39,130,0.300713,0.244589,-1.125242,-1.448309,-0.263024,1.673279,1.355605,2.880491,-1.628822,0.660637,0.508965,0.300713,-0.242092,0.058621
3077,1.129415,36,47,0.376357,1.977550,0.003846,-1.973621,-1.386611,0.100567,1.222820,0.344310,-1.533597,0.104784,0.448624,0.376357,0.163127,0.539484
3078,-1.354951,45,37,-0.358539,0.577152,0.377426,-0.576061,0.267554,2.256169,1.224279,0.383895,-1.113998,-0.508637,-0.992223,-0.358539,0.160367,-0.198172
3079,-1.489806,27,273,-0.307041,1.223109,0.793813,-0.296918,-0.903082,-0.106804,0.574753,0.301611,-1.113732,0.471864,-0.311690,-0.307041,0.228471,-0.078570
3080,-0.787338,38,27,0.369475,-0.560635,1.519100,2.652925,-1.526963,0.799207,-0.236885,0.219540,1.084520,-0.269298,-2.034048,0.369475,-0.700218,-0.330743
3081,-2.179555,27,25,-0.423031,0.320119,0.584205,1.852381,-0.091945,-0.537956,1.394693,0.476051,0.364120,1.606145,0.390382,-0.423031,-0.063372,-0.486403
3082,1.086450,40,216,0.124990,-0.617924,-0.456695,-0.225964,-1.791565,0.786887,0.086437,-0.076330,-1.177226,0.854296,2.073003,0.124990,0.736014,0.861005
3083,-2.078102,18,157,0.254272,0.886025,-0.245452,-0.116197,0.300621,0.521046,-0.730170,0.523201,0.083348,1.557128,1.721029,0.254272,0.662720,0.916993
3084,0.185473,5,219,-0.512748,0.574303,0.067472,-1.336966,-1.567202,-0.905197,-0.702722,0.086973,1.204067,0.794604,0.150917,-0.512748,0.704269,0.191521
3085,-2.843224,46,199,-0.280563,0.303445,1.164152,0.579431,-0.035387,-0.169475,-1.556708,-1.099250,1.456900,1.144240,0.223135,-0.280563,-0.249408,-0.529971
3086,-1.125579,6,52,-0.161656,-0.115190,0.826486,0.882806,1.192459,0.774547,0.007222,0.162828,-0.958925,-1.232866,0.519375,-0.161656,-0.448349,-0.610004
3087,-0.597811,9,142,-0.144595,0.344144,-1.169380,1.100959,-0.077406,-1.023232,-1.597046,1.672219,0.794476,-0.472420,0.068357,-0.144595,-0.158639,-0.303234
3089,-3.580521,10,1,-0.036896,1.090514,1.754613,-0.118580,0.684766,0.312183,0.154944,0.788582,3.452651,0.280317,-0.156481,-0.036896,-1.025690,-1.062586
3090,0.354092,3,285,0.159241,1.947777,0.694781,-0.057722,0.276388,-0.039401,0.993177,1.083040,-0.358617,-0.105494,0.760890,0.159241,0.162471,0.321712
3091,0.529764,1,175,0.088854,0.656137,0.554381,-0.242047,-0.935716,1.265633,0.902861,-0.241591,-0.012420,-0.471136,0.628573,0.088854,0.723133,0.811987
3092,-1.506862,22,283,0.109586,-0.793616,0.313823,-0.493613,0.763385,-0.230641,-0.450648,0.059479,-0.050461,0.569598,-3.211053,0.109586,-0.662512,-0.552925
3093,1.544191,9,143,0.173712,-1.043940,-0.129824,0.181169,0.248269,-0.364283,0.912980,0.011606,-0.104746,-1.318979,-1.025988,0.173712,0.350103,0.523814
3094,-0.906677,39,245,0.127146,0.060019,2.213252,0.692052,-0.020198,0.231512,1.159821,-0.474679,0.286752,0.177039,0.051505,0.127146,-1.336681,-1.209535
3096,0.954771,31,165,-0.034191,0.340176,-2.224403,-0.197452,-0.832642,-0.484996,0.268077,2.592879,-1.609511,0.161529,-1.212631,-0.034191,0.312622,0.278431
3097,-1.357559,0,17,-0.046775,1.015528,-0.995743,0.416229,1.329728,2.292337,0.077435,-1.123514,0.010726,0.576539,-0.185360,-0.046775,-0.505653,-0.552429
3099,-1.140223,14,30,-0.278764,-0.276237,2.214261,0.564795,-1.045218,-0.495213,0.194190,0.186028,2.908674,-0.624989,0.582145,-0.278764,0.077350,-0.201414
3100,-0.235867,47,266,0.051686,0.571926,0.776957,-0.750556,1.709275,1.145594,-0.813481,-1.890944,0.278285,0.014317,0.222209,0.051686,0.052134,0.103820
3101,-0.975293,26,47,-0.146925,0.098953,-0.336312,0.373756,1.165991,0.716328,1.268506,-1.007333,-0.683729,0.598659,0.078915,-0.146925,-0.705565,-0.852489
3104,1.981681,38,222,-0.152106,-1.388197,-1.107406,-0.481885,-1.238159,-0.784124,1.193117,1.555997,-1.244431,-0.226108,0.650117,-0.152106,0.467576,0.315470
3105,0.105413,11,77,-0.271933,0.311701,-1.575547,0.946616,-1.834612,0.191043,0.099438,-1.208030,1.044012,0.123830,-1.061713,-0.271933,-0.154532,-0.426465
3108,-1.270620,40,239,0.079445,-1.331253,1.491333,1.120763,-1.026906,1.292854,0.668643,-0.642275,-1.810523,0.099894,-0.120502,0.079445,0.294243,0.373689
3109,-1.607769,26,135,0.286750,-0.476192,1.386982,0.557694,0.258522,0.331899,-1.099548,-0.905383,1.648649,0.495527,0.530950,0.286750,-1.186204,-0.899454
3110,-0.069640,17,177,-0.404703,0.629447,0.445771,1.207672,-0.881956,0.434621,0.873680,-0.455652,-0.281374,-1.358824,0.470231,-0.404703,-0.364908,-0.769611
3111,-0.099247,32,108,-0.179775,-0.746933,1.272314,-0.788188,0.641667,0.257406,0.042975,1.357279,0.989531,-0.786993,0.711297,-0.179775,-0.352979,-0.532754
3113,1.457972,38,293,-0.191922,-0.070094,-1.517635,1.342525,-1.757438,-0.345501,0.115739,-1.571442,0.988302,0.254004,0.186768,-0.191922,-0.055236,-0.247158
3114,2.552395,2,42,0.016076,-0.273287,0.042348,-2.212603,2.158812,-0.938804,0.839586,-0.313443,0.208744,-0.467263,0.404352,0.016076,0.375746,0.391821
3116,-1.627402,25,118,-0.490934,-1.127344,1.650521,0.557060,0.180157,0.310679,-0.456956,0.283462,-0.571145,0.554492,0.499543,-0.490934,-0.498219,-0.989153
3117,2.392351,13,134,-0.337049,1.066404,-1.548528,-0.495704,1.749352,-0.295647,1.638623,0.765469,-1.718692,-0.548526,-0.365703,-0.337049,-0.767970,-1.105019
3118,-2.322438,9,226,0.271014,1.494699,0.878434,-1.953536,0.411882,-0.655123,0.274606,0.839577,1.347929,2.499218,1.692286,0.271014,-1.763575,-1.492561
3119,-0.379753,48,248,-0.053816,0.109042,0.897584,-1.735979,0.768867,0.505476,0.420900,1.308919,-1.707958,0.046159,0.478213,-0.053816,0.383296,0.329480
3120,-2.877377,34,167,0.314011,0.578990,1.039402,0.006930,1.993230,1.041073,1.225651,0.213307,1.967115,0.989377,-1.373351,0.314011,-1.392921,-1.078910
3121,-0.311238,36,156,0.417701,-2.283356,-0.275915,1.562666,0.749868,1.144594,-0.068635,0.129301,1.006131,0.166361,0.457555,0.417701,-1.433402,-1.015700
3124,-0.169696,32,88,0.206088,0.230011,-0.364898,-0.088405,-1.194823,-0.170233,-0.088424,0.485484,1.713392,0.597824,1.833747,0.206088,-1.011005,-0.804917
3128,0.077203,15,184,0.219062,1.531323,-0.722789,1.209990,-1.105515,0.438787,1.811447,0.237290,-0.139907,0.714556,0.181002,0.219062,0.739493,0.958555
3129,1.508736,44,142,-0.178719,-2.291135,-0.327176,-1.434301,0.269020,-0.026068,0.905476,0.193897,0.723270,-1.499630,1.092390,-0.178719,0.927448,0.748729
3131,-0.428617,16,275,-0.180234,-0.138517,0.928798,-1.074036,0.408162,0.451009,1.353824,-0.569141,-0.702830,1.143570,-0.453436,-0.180234,-0.818007,-0.998241
3133,0.721146,33,2,0.298675,-0.356633,0.869045,0.046205,-0.869311,-0.206517,2.133204,1.272128,-1.177235,-0.464616,0.557700,0.298675,0.620555,0.919230
3136,-1.384449,7,61,0.062016,0.166342,-0.493897,0.949860,0.268522,0.622289,-1.307828,0.601416,-0.720056,-0.005946,-0.837245,0.062016,0.461487,0.523503
3139,4.149652,30,207,0.875998,-0.081610,-1.499991,-1.313680,-1.063712,-0.628781,-0.663671,0.523776,-0.997188,-0.195583,-0.384738,0.875998,1.270518,2.146516
3141,1.788576,38,141,-0.235222,0.847557,1.032728,-1.315600,-0.853931,-1.040221,1.097701,-1.362858,0.250021,-1.040228,0.824532,-0.235222,0.855372,0.620150
3142,-1.628202,23,52,-0.694049,-0.341310,-0.036803,-0.896336,0.598275,-0.879111,1.314722,1.726253,0.837996,0.146069,1.024441,-0.694049,-0.522038,-1.216087
3144,-0.443552,13,279,-0.185636,0.126953,0.902776,-0.734481,-3.098288,1.097638,-1.810403,0.360885,-0.178286,0.053812,0.508542,-0.185636,-0.279677,-0.465313
3145,-0.910300,23,127,0.250214,0.447899,-1.209788,-0.346818,-0.533215,-0.295713,-0.095292,0.225194,2.672004,1.017119,0.022572,0.250214,-0.139973,0.110241
3146,0.165103,10,104,0.518073,-1.118167,0.327227,0.211129,-0.407640,0.121171,-0.232829,-0.075675,-2.065261,1.062858,0.630771,0.518073,0.951146,1.469218
3147,2.456992,48,110,0.124172,-0.157007,-1.477956,-0.175190,1.782637,-1.846049,-0.629115,-0.341168,-2.114634,-1.285451,0.540788,0.124172,1.054665,1.178836
3148,1.900470,39,253,0.099936,0.284420,-0.731384,-1.071196,-0.522779,-0.302739,-1.550776,0.046165,-0.841561,-1.564910,-0.680414,0.099936,1.056457,1.156393
3149,-0.381245,10,163,-0.142734,1.131551,0.118997,0.560683,2.158759,0.080913,-1.208503,0.742729,0.610218,-1.162900,-0.409535,-0.142734,-0.296051,-0.438785
3150,1.106505,9,112,-0.097719,-0.318525,-0.785052,-0.968495,-0.218570,0.322987,-1.713399,0.211727,0.576017,-1.151411,-0.636175,-0.097719,0.532634,0.434914
3152,-0.354072,44,74,-0.380975,0.279891,-0.226138,0.849550,-0.253867,0.044880,0.568524,0.575229,0.013357,0.568717,2.283230,-0.380975,0.064741,-0.316233
3153,-3.198546,6,104,-0.199546,0.388225,2.403644,1.366020,-1.540529,0.639549,-1.911675,-0.241835,-1.626270,-0.092565,-1.028129,-0.199546,-0.853357,-1.052903
3154,-1.469557,30,294,-0.139608,0.914606,2.166706,1.067256,0.138017,0.063957,1.007377,-0.316015,-1.411236,-0.321199,-0.561006,-0.139608,-0.803402,-0.943011
3156,0.379292,27,166,0.232204,-0.272072,-1.139086,0.875382,1.039875,1.187656,1.564360,0.551780,1.063774,-0.275154,-0.225107,0.232204,1.036186,1.268390
3157,-0.213493,0,251,0.395105,0.487716,0.860943,0.058028,-0.598969,-0.578433,-1.359182,-0.934081,-0.830113,0.362255,-0.417218,0.395105,-1.413958,-1.018853
3158,1.879691,12,114,-0.038975,0.520090,-2.144351,-0.208448,0.632233,-0.897558,0.697229,-0.090595,-0.609838,-1.018711,-0.401777,-0.038975,0.346053,0.307078
3159,0.166752,45,132,-0.160523,-0.467089,0.706050,0.196238,-0.741984,0.326706,0.235722,0.934999,0.501011,-1.164973,0.492848,-0.160523,0.934884,0.774361
3162,3.463541,44,166,0.415653,-0.159174,-0.564077,-0.589892,-1.446421,0.968346,2.349738,-1.528045,-1.345480,-1.343961,0.139847,0.415653,0.250850,0.666503
3163,-1.424765,2,156,0.249987,0.313891,-0.757745,0.699085,-1.753035,0.417503,0.576625,1.542829,0.435928,0.152538,-1.684072,0.249987,-0.282928,-0.032941
3164,-1.152393,33,87,0.022492,-1.127503,0.015916,0.831476,0.090652,0.889872,-0.679641,-1.109240,0.379905,0.390318,-0.566305,0.022492,-0.218008,-0.195515
3166,0.057733,30,277,0.341743,0.898873,-0.418689,1.174960,-0.960057,-1.050244,-0.425410,-0.121249,-2.153311,-0.193497,-2.913265,0.341743,-0.440892,-0.099149
3168,-0.925725,10,265,0.195714,1.547860,0.977229,-0.665628,-0.633385,-1.303760,-0.207530,0.990042,0.115308,0.233028,-0.836449,0.195714,-0.251353,-0.055640
3169,0.020152,22,267,0.206090,-0.665815,2.040875,-0.453021,-1.285250,-0.473961,0.210688,1.250569,-0.021104,0.147114,-1.078483,0.206090,0.441032,0.647122
3170,-1.136183,28,92,0.383880,-0.527653,0.142131,-2.218739,0.239793,0.275070,-0.028965,0.405912,0.576827,1.068891,-0.369154,0.383880,-0.506159,-0.122279
3171,-1.968543,47,231,-0.268076,0.721947,-0.660415,0.274487,-1.625894,-0.364925,-0.143611,-0.823102,-0.807399,2.204559,-1.907568,-0.268076,-0.179248,-0.447323
3172,0.733065,1,219,0.457266,-0.189084,-0.994960,0.897666,0.318776,0.988383,-1.415858,0.511308,0.092474,-0.801354,-0.084045,0.457266,0.183473,0.640740
3174,-1.295722,40,184,0.068466,0.889876,0.504993,-1.660075,1.128810,0.827268,-2.556410,-0.615114,0.980795,0.196818,1.279789,0.068466,-0.020182,0.048284
3175,-1.289571,32,237,0.247227,0.863877,1.037914,-0.886400,0.479509,0.471423,0.157635,0.116332,2.386218,0.329014,-0.964888,0.247227,-0.730178,-0.482951
3176,-1.345740,33,30,0.270409,0.554934,1.276692,1.304573,0.301527,-0.263781,-0.794286,-0.062535,-0.416666,-0.921282,0.725328,0.270409,-0.561901,-0.291492
3177,-1.342217,23,180,-0.122323,-0.381475,0.462968,-0.080683,-0.147823,0.368835,-0.022148,-0.062150,-1.699955,0.573926,2.385005,-0.122323,0.732462,0.610139
