Trait,Marker_ID,Estimate,SD,Model_Frequency
t1,7023,-0.00049356156,0.023553886,1.0
t1,7065,0.00048914226,0.021336034,1.0
t1,7068,0.004088036,0.026119057,1.0
t1,7069,0.001694817,0.024044428,1.0
t1,7090,-0.004466163,0.024403455,1.0
t1,7091,-0.0015982719,0.025846768,1.0
t1,7095,0.0023874356,0.017494861,1.0
t1,7135,-0.003161368,0.025200564,1.0
t1,7136,-0.00549217,0.02394862,1.0
t1,7146,0.0065123863,0.018103154,1.0
t1,7156,0.0010216042,0.025122738,1.0
t1,7161,0.004873563,0.021764986,1.0
t1,7193,0.003164678,0.020110462,1.0
t1,7195,0.0019329353,0.02245962,1.0
t1,7211,-0.005087658,0.017667659,1.0
t1,7259,0.00033935625,0.02441196,1.0
t1,7266,-0.001584716,0.021538474,1.0
t1,7274,-0.0070035965,0.024024518,1.0
t1,7287,-0.0020546066,0.020215297,1.0
t1,7298,-0.0050818943,0.021245092,1.0
t1,7302,0.0035797192,0.025475593,1.0
t1,7304,0.011801722,0.025336135,1.0
t1,7317,0.00030227684,0.019383786,1.0
t1,7320,-0.0010068006,0.022483991,1.0
t1,7324,0.0011045189,0.02281086,1.0
t1,7331,-0.00086820294,0.020366572,1.0
t1,7332,0.0034235667,0.019813031,1.0
t1,7346,0.0009233024,0.024102414,1.0
t1,7353,-0.0031655463,0.025136376,1.0
t1,7354,0.007970948,0.024540443,1.0
t1,7362,-0.0015698588,0.02061369,1.0
t1,7364,-0.003540909,0.020897109,1.0
t1,7377,-0.004122988,0.022782328,1.0
t1,7380,0.0051730718,0.020673815,1.0
t1,7389,0.0063992846,0.024846977,1.0
t1,7391,0.0019618715,0.022257907,1.0
t1,7393,-0.0058488245,0.023229178,1.0
t1,7424,-0.0035424791,0.025028976,1.0
t1,7426,-0.0021895824,0.022142919,1.0
t1,7431,-0.0030324776,0.023348348,1.0
t1,7439,-0.0036733225,0.018494828,1.0
t1,7460,-0.0010834789,0.019733025,1.0
t1,7462,0.00082723657,0.029117089,1.0
t1,7487,0.0041380525,0.030484514,1.0
t1,7489,-0.008980279,0.025784966,1.0
t1,7496,-0.002603976,0.018226905,1.0
t1,7515,-0.0047337785,0.018083999,1.0
t1,7520,0.000271525,0.022799315,1.0
t1,7529,-0.0031768135,0.023120442,1.0
t1,7531,-0.0019232328,0.022022506,1.0
t1,7546,-0.005142476,0.020228537,1.0
t1,7559,-0.0071924864,0.024024986,1.0
t1,7579,-0.004530445,0.020823944,1.0
t1,7584,-0.007925635,0.024499062,1.0
t1,7588,0.0015807686,0.021661503,1.0
t1,7613,0.010410439,0.025598194,1.0
t1,7623,-0.003408157,0.020413766,1.0
t1,7645,0.0026362776,0.020175174,1.0
t1,7688,0.0036130282,0.019353926,1.0
t1,7698,0.003220144,0.021104837,1.0
t1,7707,0.0018081359,0.022419361,1.0
t1,7721,0.00934209,0.02072637,1.0
t1,7734,-0.0029069388,0.021563213,1.0
t1,7805,-0.0027754593,0.019078698,1.0
t1,7817,0.0014552078,0.024060994,1.0
t1,7849,-0.0020253637,0.018305048,1.0
t1,7850,0.0039426615,0.02411475,1.0
t1,7851,-0.006521635,0.026499195,1.0
t1,7856,-0.0023173422,0.02376072,1.0
t1,7869,0.012258282,0.027616546,1.0
t1,7871,-0.0018532928,0.021126842,1.0
t1,7908,-0.019307384,0.036479592,1.0
t1,7920,0.0078501925,0.025536792,1.0
t1,7935,-0.009095448,0.019699967,1.0
t1,7936,0.008360823,0.01944308,1.0
t1,7945,0.0008336801,0.020365613,1.0
t1,7949,-0.002229447,0.02604142,1.0
t1,7958,0.0019027885,0.024644878,1.0
t1,7965,0.0056340084,0.023823252,1.0
t1,8016,-0.010493544,0.022577722,1.0
t1,8033,-0.0015234546,0.023550788,1.0
t1,8042,0.010678855,0.02660918,1.0
t1,8043,0.012445,0.02613816,1.0
t1,8046,-0.0035932306,0.022462754,1.0
t1,8050,-0.00089203357,0.021006826,1.0
t1,8053,-0.0011848807,0.026346859,1.0
t1,8058,-0.0010914925,0.025131114,1.0
t1,8061,-0.0054069166,0.025575457,1.0
t1,8078,0.009817794,0.025737256,1.0
t1,8082,-0.0020344185,0.024180954,1.0
t1,8102,0.0016085556,0.024358073,1.0
t1,8109,0.0046990584,0.021718448,1.0
t1,8119,-0.0008106171,0.021065338,1.0
t1,8122,-0.0074681197,0.02604672,1.0
t1,8123,0.008182291,0.020939004,1.0
t1,8125,-0.007245844,0.023814993,1.0
t1,8134,0.00444592,0.025329057,1.0
t1,8142,-0.0030858736,0.023191983,1.0
t1,8147,-0.0069097267,0.02314887,1.0
t1,8155,0.0065088123,0.023029875,1.0
t1,8164,-0.002318879,0.026661988,1.0
t1,8173,0.0003084966,0.026093123,1.0
t1,8177,0.005789315,0.022174228,1.0
t1,8182,0.0023888669,0.021128584,1.0
t1,8185,-0.0036919455,0.020415436,1.0
t1,8197,-0.00042655048,0.02373754,1.0
t1,8203,-0.0029717786,0.020579366,1.0
t1,8218,-0.0036709954,0.02234238,1.0
t1,8227,-0.0034158423,0.025352774,1.0
t1,8238,0.0054631075,0.020568566,1.0
t1,8244,0.00413597,0.025521021,1.0
t1,8245,0.0011088239,0.019504733,1.0
t1,8282,0.015898978,0.027796432,1.0
t1,8288,0.0027487252,0.02068433,1.0
t1,8292,0.005561326,0.018748274,1.0
t1,8296,0.0039218944,0.022265974,1.0
t1,8307,0.0030223737,0.022655519,1.0
t1,8310,0.007579352,0.02219058,1.0
t1,8321,0.005248096,0.017976467,1.0
t1,8353,-0.008581237,0.019519081,1.0
t1,8356,-0.008446026,0.023912003,1.0
t1,8367,-0.00053342443,0.02306518,1.0
t1,8378,0.0036952016,0.019756576,1.0
t1,8387,0.00087982597,0.023537109,1.0
t1,8414,0.0073812692,0.022624478,1.0
t1,8429,-0.0017447799,0.021983277,1.0
t1,8430,0.010240329,0.02819573,1.0
t1,8446,0.0055945353,0.023348724,1.0
t1,8453,0.004514094,0.019265693,1.0
t1,8485,0.006480282,0.027274078,1.0
t1,8488,-0.0015941457,0.018571675,1.0
t1,8511,0.000250215,0.024659494,1.0
t1,8514,-0.00087404007,0.022876535,1.0
t1,8535,0.0005976272,0.019627338,1.0
t1,8544,-0.0062823985,0.022538552,1.0
t1,8548,-0.014242086,0.029947786,1.0
t1,8566,-0.0019529497,0.023705998,1.0
t1,8568,0.0075791893,0.018076492,1.0
t1,8584,-0.0025601815,0.024868233,1.0
t1,8585,-0.0025086259,0.018830657,1.0
t1,8600,9.7339434e-5,0.019991824,1.0
t1,8633,0.0021150897,0.018292008,1.0
t1,8638,-0.00736493,0.020906653,1.0
t1,8642,-0.002616678,0.024164878,1.0
t1,8655,-0.008913144,0.021405097,1.0
t1,8658,-0.0014573191,0.020502977,1.0
t1,8665,0.0007293353,0.021713283,1.0
t1,8682,-0.0036200718,0.022380933,1.0
t1,8689,0.0012141232,0.019410381,1.0
t1,8716,0.00024143251,0.019125534,1.0
t1,8727,0.00017823919,0.019285074,1.0
t1,8739,0.008779932,0.02238083,1.0
t1,8768,0.010259602,0.024280127,1.0
t1,8769,-0.006655377,0.022854565,1.0
t1,8793,-0.0070223985,0.024503212,1.0
t1,8803,-0.0005549107,0.019339954,1.0
t1,8812,-0.0026126443,0.024307778,1.0
t1,8838,-0.0036074552,0.023830589,1.0
t1,8859,0.0009186072,0.0221274,1.0
t1,8877,-0.005842095,0.022025159,1.0
t1,8884,-0.004696275,0.020185973,1.0
t1,8891,0.007854484,0.027332483,1.0
t1,8899,-0.0009197595,0.023172956,1.0
t1,8917,0.00097644114,0.021180717,1.0
t1,8918,-0.005387369,0.030369084,1.0
t1,8935,0.0066227918,0.02002029,1.0
t1,8945,0.003346147,0.01904443,1.0
t1,8948,0.0053484812,0.023005148,1.0
t1,8953,0.0014751626,0.021870725,1.0
t1,8954,-0.001196417,0.020915795,1.0
t1,8992,-0.002365881,0.02223311,1.0
t1,9004,-0.0070866747,0.020278633,1.0
t1,9021,-0.00034938127,0.024519052,1.0
t1,9026,-0.009582739,0.019285943,1.0
t1,9031,0.0018327868,0.023177851,1.0
t1,9046,-0.0004000639,0.021529507,1.0
t1,9065,-0.0001629404,0.023170453,1.0
t1,9071,-0.0069920304,0.026454277,1.0
t1,9087,-0.0031223907,0.023844523,1.0
t1,9101,-0.012784909,0.022134863,1.0
t1,9123,0.009216847,0.021813793,1.0
t1,9130,0.012182887,0.02517109,1.0
t1,9148,-0.0049484023,0.020715646,1.0
t1,9157,-0.003046514,0.021720111,1.0
t1,9162,0.0009977672,0.029104453,1.0
t1,9179,-0.0020879218,0.02158606,1.0
t1,9193,0.013064237,0.02012202,1.0
t1,9202,0.019115342,0.033056315,1.0
t1,9231,0.003071258,0.019061891,1.0
t1,9235,0.0035326048,0.020782622,1.0
t1,9243,0.003761688,0.022102654,1.0
t1,9271,-0.0012607767,0.022459727,1.0
t1,9273,-0.009380216,0.029630996,1.0
t1,9282,0.0023063002,0.017872347,1.0
t1,9298,-0.0020055526,0.020985087,1.0
t1,9312,0.0031186878,0.020440837,1.0
t1,9325,-0.003795846,0.019721879,1.0
t1,9333,0.0075567593,0.01962787,1.0
t1,9357,-0.0042061857,0.021651236,1.0
t1,9376,-0.0070152073,0.021213686,1.0
t1,9379,0.0014165083,0.025633734,1.0
t1,9388,-0.0011790439,0.024602171,1.0
t1,9411,-0.0033254798,0.032401964,1.0
t1,9443,0.0011827948,0.019518005,1.0
t1,9457,-0.0077558346,0.020679869,1.0
t1,9487,-0.0030500265,0.024158465,1.0
t1,9509,-0.007551333,0.027442088,1.0
t1,9530,-0.00029391897,0.022205312,1.0
t1,9534,-0.0010632282,0.024206232,1.0
t1,9535,0.0005974277,0.024773346,1.0
t1,9545,0.0034608736,0.020376887,1.0
t1,9549,0.005071412,0.020755867,1.0
t1,9570,-0.007705239,0.02143871,1.0
t1,9591,0.002993663,0.021646911,1.0
t1,9594,0.0035631922,0.022586515,1.0
t1,9606,-0.009274046,0.020320414,1.0
t1,9607,-0.007724695,0.025205558,1.0
t1,9626,0.0026323958,0.022326812,1.0
t1,9629,0.0116068935,0.02365703,1.0
t1,9648,0.0028270327,0.024835479,1.0
t1,9675,-0.004464174,0.020712659,1.0
t1,9699,-0.007822609,0.020584803,1.0
t1,9712,-0.0035312695,0.021831876,1.0
t1,9719,0.0042210445,0.022296244,1.0
t1,9728,0.002068892,0.02460569,1.0
t1,9759,6.8435926e-5,0.023327569,1.0
t1,9761,0.0019037968,0.022335082,1.0
t1,9769,0.00057179364,0.020560496,1.0
t1,9789,-1.0095256e-5,0.022569431,1.0
t1,9810,-0.0017729214,0.02428716,1.0
t1,9814,0.015924936,0.027908674,1.0
t1,9835,-0.0061586164,0.020040713,1.0
t1,9844,0.003995727,0.025124282,1.0
t1,9853,0.021525996,0.03195486,1.0
t1,9856,-0.0031533886,0.020433072,1.0
t1,9860,-0.007081034,0.023180636,1.0
t1,9874,-0.0033429726,0.021667602,1.0
t1,9883,0.011327707,0.024139885,1.0
t1,9887,0.0040766746,0.02719586,1.0
t1,9906,-0.012404087,0.024200346,1.0
t1,9916,-0.006049544,0.021780085,1.0
t1,9921,-0.0055867597,0.022663794,1.0
t1,9936,0.012153575,0.027224714,1.0
t1,9948,0.0040012645,0.021655628,1.0
t1,9955,-0.00033096652,0.029410055,1.0
t1,9967,0.0041323686,0.022666227,1.0
t1,9972,0.0052791857,0.026668493,1.0
t1,9988,0.0048863697,0.020926448,1.0
t1,9999,-0.0061197476,0.026366564,1.0
t1,10009,0.002464947,0.022174489,1.0
t1,10025,-0.00972003,0.019103851,1.0
t1,10030,0.009602288,0.022279846,1.0
t1,10032,0.008539912,0.021653464,1.0
t1,10038,-0.0019474828,0.020739444,1.0
t1,10054,-0.010544468,0.025545659,1.0
t1,10055,0.0052420455,0.023002055,1.0
t1,10066,-0.0020534012,0.019612303,1.0
t1,10075,0.0064912676,0.021203512,1.0
t1,10088,-0.0013258425,0.022770215,1.0
t1,10115,0.0068595153,0.023592526,1.0
t1,10135,-0.0043788096,0.022501308,1.0
t1,10138,-0.00035843073,0.023894364,1.0
t1,10141,-0.0029028817,0.020745333,1.0
t1,10146,0.0021396093,0.021363331,1.0
t1,10182,-0.006789428,0.028485121,1.0
t1,10184,-0.0011637541,0.020300107,1.0
t1,10210,0.00876318,0.030950584,1.0
t1,10234,0.0019835238,0.022376642,1.0
t1,10275,-0.0014097084,0.021186078,1.0
t1,10294,0.0025451204,0.020678554,1.0
t1,10302,0.0027479262,0.02245606,1.0
t1,10310,0.005922937,0.023391644,1.0
t1,10314,0.002419504,0.021231728,1.0
t1,10316,-0.0011636721,0.019981587,1.0
t1,10332,-0.0061142794,0.021517467,1.0
t1,10366,-0.0006702401,0.021302657,1.0
t1,10368,0.0001265238,0.020714818,1.0
t1,10376,0.0014128888,0.019167012,1.0
t1,10377,-0.0034113112,0.019704118,1.0
t1,10393,-0.006720169,0.022138914,1.0
t1,10401,-0.0047818334,0.022755593,1.0
t1,10445,-0.007251176,0.02251644,1.0
t1,10457,0.0054475204,0.02093671,1.0
t1,10502,0.0084234,0.028328458,1.0
t1,10503,-0.0047649858,0.020966258,1.0
t1,10504,0.0010987885,0.02206039,1.0
t1,10505,0.002363975,0.024973445,1.0
t1,10510,0.0065984605,0.026041813,1.0
t1,10513,0.009090253,0.020227185,1.0
t1,10515,-0.004755589,0.021604225,1.0
t1,10532,0.009240364,0.025881844,1.0
t1,10555,0.008203893,0.025479596,1.0
t1,10565,0.002143925,0.02368843,1.0
t1,10570,0.0011388318,0.019057905,1.0
t1,10611,0.0036300954,0.023208113,1.0
t1,10615,-0.0031773637,0.026920136,1.0
t1,10646,-0.0031045533,0.022491938,1.0
t1,10652,-0.0023956085,0.020698072,1.0
t1,10667,-0.01186213,0.028847693,1.0
t1,10668,-0.00094584323,0.022437556,1.0
t1,10670,0.0016733591,0.020747427,1.0
t1,10673,-0.005653731,0.02240819,1.0
t1,10684,0.0037303185,0.02445844,1.0
t1,10714,0.012197785,0.022450332,1.0
t1,10716,0.003251619,0.019620288,1.0
t1,10731,-0.0023627265,0.021715978,1.0
t1,10734,0.00034873275,0.023811808,1.0
t1,10760,0.0071150456,0.024237467,1.0
t1,10767,0.006821191,0.028214559,1.0
t1,10769,-0.0024642325,0.027081132,1.0
t1,10798,0.010077943,0.029217081,1.0
t1,10800,0.0034107442,0.018795734,1.0
t1,10813,0.005318537,0.020909753,1.0
t1,10828,0.0070821196,0.024129234,1.0
t1,10833,0.011653182,0.025319979,1.0
t1,10838,0.0012451207,0.023164077,1.0
t1,10845,0.0022281983,0.023001743,1.0
t1,10855,0.0026224984,0.021018464,1.0
t1,10880,0.005587323,0.022879736,1.0
t1,10894,0.001916871,0.025439128,1.0
t1,10896,-0.0058162734,0.026731547,1.0
t1,10909,0.0023043128,0.023206582,1.0
t1,10916,0.00080446195,0.019214798,1.0
t1,10934,-0.00067428185,0.025646243,1.0
t1,10939,-0.0009222159,0.028229883,1.0
t1,10945,0.0030702185,0.020504648,1.0
t1,10949,-0.0014066792,0.021543767,1.0
t1,10953,0.004604636,0.0234363,1.0
t1,10956,-0.0023570065,0.022289531,1.0
t1,10957,0.002606671,0.0189007,1.0
t1,10971,-0.011198293,0.03017459,1.0
t1,10975,0.00633695,0.022327451,1.0
t1,10988,0.0010204357,0.020333922,1.0
t1,11028,0.0039040137,0.020360311,1.0
t1,11038,-0.0025533417,0.026710067,1.0
t1,11044,0.0020649591,0.02317786,1.0
t1,11047,0.0034017127,0.018395344,1.0
t1,11052,-0.00041717556,0.021207236,1.0
t1,11062,-0.006296134,0.022320999,1.0
t1,11074,-0.001295864,0.028621329,1.0
t1,11078,-0.001633998,0.022800041,1.0
t1,11082,-0.0013997533,0.022105493,1.0
t1,11094,-0.0035623899,0.018747084,1.0
t1,11099,0.008166687,0.03058788,1.0
t1,11104,0.0040468494,0.023725793,1.0
t1,11119,-0.0014126775,0.024205968,1.0
t1,11130,-0.00073271454,0.018323204,1.0
t1,11140,-0.0030025018,0.026248377,1.0
t1,11142,0.0035652337,0.023170102,1.0
t1,11169,-0.004497362,0.018736415,1.0
t1,11198,-0.0042432304,0.022205632,1.0
t1,11211,-0.0043440554,0.023852378,1.0
t1,11223,-0.000103706465,0.01699254,1.0
t1,11246,-0.006253179,0.023003839,1.0
t1,11321,-0.0051951935,0.02148608,1.0
t1,11334,0.0011724004,0.020580094,1.0
t1,11340,0.00087366335,0.02507071,1.0
t1,11365,0.003372588,0.026812728,1.0
t1,11371,0.0027174228,0.02064225,1.0
t1,11373,0.009464312,0.02894876,1.0
t1,11380,-0.0070271995,0.020986142,1.0
t1,11389,0.0025178262,0.018469995,1.0
t1,11399,0.0029120322,0.021274267,1.0
t1,11400,0.0029222243,0.021197556,1.0
t1,11406,-0.0060108663,0.019876743,1.0
t1,11411,0.001985658,0.017336128,1.0
t1,11442,-0.0038155161,0.019859228,1.0
t1,11443,-0.0014762353,0.02100398,1.0
t1,11452,0.007454269,0.02881999,1.0
t1,11462,-0.009957912,0.02012334,1.0
t1,11470,0.004960293,0.029131241,1.0
t1,11483,0.0013092124,0.022634352,1.0
t1,11489,-0.0013118661,0.018340876,1.0
t1,11491,0.0035205863,0.019665012,1.0
t1,11502,0.0056640008,0.019319963,1.0
t1,11518,-0.0011610227,0.022143614,1.0
t1,11525,0.027457345,0.041894794,1.0
t1,11529,0.0020440577,0.022667421,1.0
t1,11538,0.003712377,0.021007834,1.0
t1,11555,0.009061831,0.019300973,1.0
t1,11595,0.0041064937,0.02183208,1.0
t1,11607,0.008873268,0.021483004,1.0
t1,11618,0.005266577,0.022639602,1.0
t1,11620,-0.0034260198,0.022071946,1.0
t1,11629,0.0015397568,0.020520732,1.0
t1,11654,-0.007105963,0.026670296,1.0
t1,11658,-0.0009038714,0.021682993,1.0
t1,11662,0.0014123333,0.023653375,1.0
t1,11663,0.009522665,0.024278391,1.0
t1,11665,-0.019537976,0.024894755,1.0
t1,11671,-0.002359957,0.023451269,1.0
t1,11682,-0.0033260663,0.026092222,1.0
t1,11697,0.0022431144,0.022649571,1.0
t1,11711,-0.00038615233,0.021555953,1.0
t1,11714,0.013685499,0.029711962,1.0
t1,11719,0.0028700146,0.021623736,1.0
t1,11736,-0.0030216577,0.020056507,1.0
t1,11738,0.0041989046,0.02580727,1.0
t1,11777,-0.014925394,0.025458412,1.0
t1,11787,-0.0058821156,0.020684384,1.0
t1,11791,-0.0013406363,0.021569718,1.0
t1,11798,-0.014854188,0.023651658,1.0
t1,11804,-0.004773421,0.01989039,1.0
t1,11832,0.0040263063,0.021597877,1.0
t1,11833,-0.0040733092,0.019714428,1.0
t1,11837,-0.007049576,0.024402497,1.0
t1,11839,0.0055092066,0.019221274,1.0
t1,11840,0.0022410897,0.019166427,1.0
t1,11844,0.0050099897,0.02491584,1.0
t1,11861,0.0064598303,0.020140857,1.0
t1,11869,0.0060622045,0.02263341,1.0
t1,11872,-0.0035016218,0.023291811,1.0
t1,11877,0.005614174,0.023532648,1.0
t1,11898,2.015805e-5,0.025536925,1.0
t1,11901,0.0031462794,0.018994562,1.0
t1,11904,-0.02014531,0.03144731,1.0
t1,11907,0.003233726,0.026772402,1.0
t1,11912,0.0004982952,0.023118125,1.0
t1,11928,-0.003600712,0.022808494,1.0
t1,11947,-0.0040343753,0.021922387,1.0
t1,11964,-0.00046634366,0.026612082,1.0
t1,11980,0.0018197052,0.016162382,1.0
t1,11990,-0.0034940806,0.02063045,1.0
t1,11996,-0.006585872,0.021310655,1.0
t1,12009,0.003797032,0.023634419,1.0
t1,12024,-0.0032975134,0.021860808,1.0
t1,12027,-0.0036376724,0.024759665,1.0
t1,12029,0.004622029,0.025073992,1.0
t1,12038,-0.0043621855,0.021839336,1.0
t1,12045,-0.006531522,0.0236347,1.0
t1,12053,0.0064587328,0.023798285,1.0
t1,12065,0.012790601,0.024519922,1.0
t1,12078,-0.002379413,0.020655358,1.0
t1,12089,-0.0026546055,0.022959556,1.0
t1,12092,0.0012263715,0.023219598,1.0
t1,12100,-0.0035789793,0.023648897,1.0
t1,12116,-0.0012965144,0.019132862,1.0
t1,12144,0.0015106249,0.019906012,1.0
t1,12148,0.00015483261,0.025385533,1.0
t1,12158,-0.00985624,0.022593772,1.0
t1,12161,-0.0024520038,0.020307098,1.0
t1,12172,-0.0075250063,0.023975333,1.0
t1,12201,0.0038653663,0.019302383,1.0
t1,12202,-0.00488914,0.022631008,1.0
t1,12208,0.0039873444,0.026928531,1.0
t1,12230,-0.0058963876,0.02074588,1.0
t1,12240,0.007708444,0.025454722,1.0
t1,12249,0.0045408523,0.02198176,1.0
t1,12254,0.0040456434,0.0234214,1.0
t1,12264,0.004770405,0.025450394,1.0
t1,12285,0.004570295,0.027696079,1.0
t1,12305,-0.002603872,0.02747824,1.0
t1,12326,0.0055592484,0.02765723,1.0
t1,12336,0.004149881,0.026031567,1.0
t1,12342,-0.0020796538,0.023042813,1.0
t1,12369,-0.00391676,0.023855224,1.0
t1,12384,0.01146135,0.021231284,1.0
t1,12412,0.0045220293,0.023146896,1.0
t1,12417,-0.0076496694,0.020583004,1.0
t1,12425,-0.0010744485,0.022759821,1.0
t1,12428,0.0045127287,0.021744272,1.0
t1,12429,-0.014729884,0.023745513,1.0
t1,12430,-0.0016894868,0.022687394,1.0
t1,12454,0.00050282927,0.020646788,1.0
t1,12457,0.0156891,0.024367662,1.0
t1,12477,0.008054257,0.024546674,1.0
t1,12497,-0.004127037,0.025413742,1.0
t1,12505,0.0042768978,0.024185693,1.0
t1,12510,-0.0036820727,0.02593963,1.0
t1,12512,0.005731494,0.024138192,1.0
t1,12518,-0.00882185,0.025797477,1.0
t1,12524,0.004623512,0.018877001,1.0
t1,12528,0.000582271,0.02488715,1.0
t1,12538,0.005587779,0.02035498,1.0
t1,12550,-0.0028135227,0.022211274,1.0
t1,12556,-0.006711497,0.023225378,1.0
t1,12562,0.0015427992,0.021874765,1.0
t1,12570,-0.0023618527,0.019025793,1.0
t1,12573,0.007752005,0.025809964,1.0
t1,12577,0.0014305593,0.018623274,1.0
t1,12590,0.0032215994,0.022099309,1.0
t1,12593,-0.0030804437,0.022544775,1.0
t1,12597,-0.0038353,0.024064038,1.0
t1,12618,-0.0030712965,0.02740164,1.0
t1,12636,-0.00037978,0.021232888,1.0
t1,12648,0.0008730284,0.022283014,1.0
t1,12663,-0.0008867089,0.020922817,1.0
t1,12675,-0.005845312,0.02167063,1.0
t1,12683,0.006101318,0.020312026,1.0
t1,12687,-0.00044507466,0.017890405,1.0
t1,12692,0.01815072,0.025518214,1.0
t1,12694,-0.002900605,0.021728525,1.0
t1,12697,-0.004006395,0.019691288,1.0
t1,12699,0.006473636,0.023604317,1.0
t1,12704,0.0018747066,0.021419723,1.0
t1,12722,-0.005308406,0.025745561,1.0
t1,12727,-0.0023352092,0.020831516,1.0
t1,12736,-0.002390539,0.019081648,1.0
t1,12753,-0.001630607,0.018892545,1.0
t1,12765,0.0011437689,0.019591745,1.0
t1,12814,-0.005889769,0.01992788,1.0
t1,12818,-0.0030674925,0.022096664,1.0
t1,12820,-0.0044326936,0.018636411,1.0
t1,12822,-0.012742388,0.026183242,1.0
t1,12853,-0.0060543716,0.023127064,1.0
t1,12864,0.0019745235,0.019866282,1.0
t1,12878,-0.009615393,0.022046959,1.0
t1,12887,-0.004756224,0.02581168,1.0
t1,12894,-0.002570848,0.023407307,1.0
t1,12905,-0.002505904,0.021490907,1.0
t1,12906,-0.0006923399,0.022382947,1.0
t1,12910,-0.009024219,0.023295412,1.0
t1,12920,-0.03380932,0.049972024,1.0
t1,12922,0.015287275,0.022427935,1.0
t1,12927,0.004699969,0.026624573,1.0
t1,12937,0.0030903572,0.022747062,1.0
t1,12939,0.030041745,0.0363206,1.0
t1,12958,0.0030258175,0.021114651,1.0
t1,12963,0.008213635,0.02618203,1.0
t1,12971,0.0050071105,0.01870029,1.0
t1,12987,-0.005816735,0.024441496,1.0
t1,12991,-0.00048175128,0.019142266,1.0
t1,12992,-0.0005606423,0.019909972,1.0
t1,12993,-0.0074492493,0.022344356,1.0
t1,13001,0.0075960774,0.022152564,1.0
t1,13008,-0.0042702067,0.022308787,1.0
t1,13026,0.0056969924,0.03105056,1.0
t1,13035,0.0012630804,0.024719605,1.0
t1,13040,0.003973641,0.021250792,1.0
t1,13046,-0.0007314519,0.026050558,1.0
t1,13085,-0.008210927,0.021917164,1.0
t1,13088,-0.0052129216,0.023829425,1.0
t1,13104,0.0071723275,0.021314321,1.0
t1,13113,0.0031208924,0.020272132,1.0
t1,13143,0.00013131116,0.02479314,1.0
t1,13147,0.0035250667,0.024836957,1.0
t1,13148,0.00046330152,0.022095527,1.0
t1,13149,0.0008740289,0.021855656,1.0
t1,13157,-0.0129802115,0.025075078,1.0
t1,13158,-0.00847773,0.021970168,1.0
t1,13171,0.010235623,0.026330775,1.0
t1,13172,-0.0002738063,0.019456232,1.0
t1,13174,-0.005407468,0.021530133,1.0
t1,13175,0.0036371297,0.023060927,1.0
t1,13219,-0.00297864,0.01987359,1.0
t1,13223,0.0042848834,0.020492403,1.0
t1,13237,0.0057501695,0.023930613,1.0
t1,13256,-0.0006494947,0.019245774,1.0
t1,13264,0.015526048,0.020624386,1.0
t1,13268,-0.002027582,0.02198102,1.0
t1,13270,-0.0069227577,0.023573106,1.0
t1,13273,0.0011464126,0.020115912,1.0
t1,13278,-0.0018124231,0.021626323,1.0
t1,13289,-0.010005972,0.02664938,1.0
t1,13291,0.0047000535,0.019567747,1.0
t1,13299,0.008446478,0.022686929,1.0
t1,13308,-0.0014811209,0.021891875,1.0
t1,13310,0.0057348753,0.023001203,1.0
t1,13320,0.004888104,0.021592297,1.0
t1,13322,0.00075681193,0.026338397,1.0
t1,13327,2.3001487e-6,0.02220401,1.0
t1,13344,0.0023372313,0.024797108,1.0
t1,13352,0.011847429,0.028202027,1.0
t1,13365,-0.0055532763,0.026874179,1.0
t1,13367,-0.009209885,0.026351761,1.0
t1,13369,-0.0015673072,0.018805144,1.0
t1,13371,-0.0014696236,0.021006484,1.0
t1,13382,0.0002766115,0.020583222,1.0
t1,13397,-0.009284946,0.023265881,1.0
t1,13418,-0.005620509,0.026137138,1.0
t1,13459,0.004879141,0.02292844,1.0
t1,13470,-0.004061663,0.022602912,1.0
t1,13471,0.0041019204,0.019395636,1.0
t1,13475,0.0027772353,0.022717232,1.0
t1,13479,-0.0049255877,0.020911887,1.0
t1,13488,0.0032520595,0.023210803,1.0
t1,13516,0.016047738,0.026016505,1.0
t1,13534,0.016844722,0.029901393,1.0
t1,13540,0.006680119,0.023436802,1.0
t1,13543,-6.7835856e-5,0.027950587,1.0
t1,13549,0.007062087,0.02425773,1.0
t1,13565,-0.007618315,0.025706703,1.0
t1,13580,0.007743715,0.021181392,1.0
t1,13594,0.003737265,0.020794077,1.0
t1,13610,0.0033117626,0.02281612,1.0
t1,13626,0.008873926,0.017927466,1.0
t1,13631,-0.0040100547,0.019039012,1.0
t1,13669,-2.1279075e-5,0.01658339,1.0
t1,13693,0.0007227588,0.02508485,1.0
t1,13700,-0.004162146,0.018092167,1.0
t1,13705,0.0006520774,0.023952981,1.0
t1,13718,0.0044497424,0.027070794,1.0
t1,13739,-0.015501683,0.027057651,1.0
t1,13760,0.005565485,0.021976255,1.0
t1,13765,-0.0067967586,0.022488002,1.0
t1,13787,-0.0023468554,0.023675352,1.0
t1,13789,0.003089284,0.018550765,1.0
t1,13792,0.011057555,0.033481985,1.0
t1,13795,-0.0006185387,0.020945316,1.0
t1,13817,0.004568116,0.01991332,1.0
t1,13827,0.001604299,0.02284411,1.0
t1,13830,2.0912206e-5,0.02150063,1.0
t1,13834,-0.0015297392,0.021210903,1.0
t1,13835,0.0026400953,0.021063343,1.0
